EAG;pol;GAF.x;KRW;watertype;bodem;a_inlaat1;a_inlaat2;a_inlaat3;a_inlaat4;a_inlaat5;a_uitlaat1;a_uitlaat2;a_uitlaat3;a_uitlaat4;a_tot;a_drain;a_verhard;a_gemengd;a_water;a_bodemhoogte;a_slootdiepte;wp_meting_gm3;wp_meting_mgm2d;jaar.x;maand;seiz;w_peil;w_volume;w_debiet;w_berging;w_sluitfout;w_maalstaat;w_i_neerslag;w_i_kwel;w_i_verhard;w_i_riol;w_i_drain;w_i_uitspoel;w_i_afstroom;w_i_inlaat1;w_i_inlaat2;w_i_inlaat3;w_i_inlaat4;w_i_inlaat5;w_o_verdamping;w_o_wegzijg;w_o_intrek;w_o_uitlaat1;w_o_uitlaat2;w_o_uitlaat3;w_o_uitlaat4;w_o_uitlaat5;wp_min_neerslag;wp_min_kwel;wp_min_verhard;wp_min_riol;wp_min_drain;wp_min_uitspoel;wp_min_afstroom;wp_min_inlaat1;wp_min_inlaat2;wp_min_inlaat3;wp_min_inlaat4;wp_min_inlaat5;wp_inc_neerslag;wp_inc_kwel;wp_inc_verhard;wp_inc_riol;wp_inc_drain;wp_inc_uitspoel;wp_inc_afstroom;wp_inc_inlaat1;wp_inc_inlaat2;wp_inc_inlaat3;wp_inc_inlaat4;wp_inc_inlaat5;namen;versie;naam;KRWnaam;agrarisch;p_i_redDAW;wp_min_sum;wp_inc_sum;date;wp_tot_sum;watdteF;watdte;kPDitch;PvskPDitch;Troebel.naar.helder..mg.P.m2.d.;P.load_year..mgP.m2.d.;Helder.naar.troebel..mg.P.m2.d.;lake.ditch.vollenweider;PvskPLake;HoortBijGeoobject.identificatie;KRWwatertype.code.y;Abundantie fytoplankton _Maatlatten2012 Fytoplankton;Abundantie groeivormen macrofyten _Maatlatten2012 Ov. waterflora;Abundantie groeivormen macrofyten _Maatlatten2018 Ov. waterflora;Afwijking Sander lucioperca_Maatlatten2012 Vis;Bedekking Emerse planten_Maatlatten2012 Ov. waterflora;Bedekking Emerse planten_Maatlatten2018 Ov. waterflora;Bedekking Flab (Floating Algae Beds)_Maatlatten2012 Ov. waterflora;Bedekking Flab (Floating Algae Beds)_Maatlatten2018 Ov. waterflora;Bedekking Grote drijfbladplanten_Maatlatten2012 Ov. waterflora;Bedekking Grote drijfbladplanten_Maatlatten2018 Ov. waterflora;Bedekking Kroos_Maatlatten2012 Ov. waterflora;Bedekking Kroos_Maatlatten2018 Ov. waterflora;Bedekking Kruidlaag_Maatlatten2012 Ov. waterflora;Bedekking Kruidlaag_Maatlatten2018 Ov. waterflora;Bedekking som drijfblad- en emerse planten_Maatlatten2012 Ov. waterflora;Bedekking som flab en kroos_Maatlatten2012 Ov. waterflora;Bedekking som submerse planten en draadalgen_Maatlatten2012 Ov. waterflora;Bedekking som submerse planten en draadalgen_Maatlatten2018 Ov. waterflora;Fytoplankton-kwaliteit _Maatlatten2012 Fytoplankton;Macrofauna-kwaliteit _Maatlatten2012 Macrofauna;Massafractie Abramis brama_Maatlatten2012 Vis;Massafractie Visgilde - plantminnende soort (Pm)_Maatlatten2012 Vis;Massafractie Visgilde - plantminnende soort (Pm)_Maatlatten2018 Vis;Massafractie Visgilde - zuurstoftolerante soort (O2)_Maatlatten2012 Vis;Massafractie Visgilde - zuurstoftolerante soort (O2)_Maatlatten2018 Vis;Massafractie Visgroep - baars en blankvoorn (BB)_Maatlatten2012 Vis;Massafractie Visgroep - baars en blankvoorn (BB)_Maatlatten2018 Vis;Massafractie Visgroep - brasem en karper (BK)_Maatlatten2012 Vis;Massafractie Visgroep - brasem en karper (BK)_Maatlatten2018 Vis;Overige waterflora-kwaliteit _Maatlatten2012 Ov. waterflora;Overige waterflora-kwaliteit _Maatlatten2018 Ov. waterflora;Soortensamenstelling fytoplankton _Maatlatten2012 Fytoplankton;Soortensamenstelling macrofyten _Maatlatten2012 Ov. waterflora;Soortensamenstelling macrofyten _Maatlatten2018 Ov. waterflora;Soortensamenstelling macrofyten Helofyten_Maatlatten2018 Ov. waterflora;Soortensamenstelling macrofyten Hydrofyten_Maatlatten2018 Ov. waterflora;Vis-kwaliteit _Maatlatten2012 Vis;Vis-kwaliteit _Maatlatten2018 Vis;Waterdiepte _Maatlatten2012 Ov. waterflora;Waterdiepte _Maatlatten2018 Ov. waterflora;GAF.y;jaar.y;locatie.x;locatie.y;Ca_mg/kg_dg_BS;DICHTHD_kg/l_BS;Fe_mg/kg_dg_BS;Fe_mg/l_ng_BS;Fe_ug/l_nf_PW;GR_%_dg_BS;GRONDST_SOORT_BS;IR_%_BS;MONSDTE_m_BS;MONSDTE_m_PW;MONSDTE_m_E_BS;MONSDTE_m_E_PW;MONSLTE_m_BS;MONSLTE_m_PW;NH4_mgN/l_nf_PW;PO4_mgP/l_nf_PW;Ptot_gP/kg_dg_BS;Ptot_mgP/l_nf_PW;Ptot_mgP/l_ng_BS;Ptot_mgPOlsen/kg_dg_BS;Ptot_mgPOlsen/l_ng_BS;S_mg/l_OPGLT_PW;SLIBDTE_m_BS;SO4_mg/l_PW;Stot_mg/kg_dg_BS;Stot_mg/l_PW;Stot_mg/l_nf_PW;Stot_mg/l_ng_BS;T_oC_BS;WATDTE_m_BS;X_CODNT_m_BS;X_CODNT_m_PW;Y_CODNT_m_BS;Y_CODNT_m_PW;nlvrFW;nlvrDW;nlvrPW;locatie.KRW.watertype;jaar;bedsubmers;draadwieren;FLAB;bedemers;taludhoek;doorzicht;waterdiepte;dieptedoorzicht;CA_mg/l;CA-1_nf_mg/l;CHLFA_ug/l;CL_mg/l;DIEPTE0_m;DIEPTE1_m;DIEPTE2_m;DIEPTE3_m;DIEPTE4_m;DOC_nf_C_mg/l;EXT380_L380nm_/m;EXT440_L440nm_/m;FEO_ug/l;FLUOBIOV_mm3/l;FLUOBLAU_blauwalg_ug/l;FLUOCRYP_cryptofy_ug/l;FLUODIAT_diatomee_ug/l;FLUOGROE_groenalg_ug/l;FLUOHUM_L450-610nm_DIMSLS;FLUOTOT_ug/l;GELDHD_mS/m;GRZS_dg_%;HCO3_HCO3_mg/l;HCO3-1_nf_HCO3_mg/l;KJN_N_mg/l;LICHTINT0_L400-700nm_umol/m2.s;LICHTINT1_L400-700nm_umol/m2.s;LICHTINT2_L400-700nm_umol/m2.s;LICHTINT3_L400-700nm_umol/m2.s;LICHTINT4_L400-700nm_umol/m2.s;MG-1_nf_mg/l;N_nf_N_mg/l;NH3_nf_N_mg/l;NH4_nf_N_mg/l;NO2_nf_N_mg/l;NO3_nf_N_mg/l;NO3NO2_nf_N_mg/l;O2_mg/l;P_P_mg/l;PH_DIMSLS;PO4_nf_P_mg/l;R2_VEC_DIMSLS;REFINT0_L400-700nm_umol/m2.s;REFINT1_L400-700nm_umol/m2.s;REFINT2_L400-700nm_umol/m2.s;REFINT3_L400-700nm_umol/m2.s;REFINT4_L400-700nm_umol/m2.s;S_mg/l;SO4_mg/l;T_oC;TOC_mg/l;VEC_L400-700nm_/m;VOGEL_n;VUIL_DIMSLS;WATDTE_m;ZICHT_m;ZS_mg/l;ZVP_%;ZWEM_n
4000-EAG-7;4000-EAG-1-3-4-6-7-8_F004.xlsx;4000;NL11_2_2;M6a;ZAND;gemalen NTV;gemalen KMS;gemalen GRVzuid;gemalen GRVwest;inlaat peilbeheer;polderinl NTV;polderinl KMS;polderinl GRVzuid;polderinl GRVwest;370.252725;0;0;0;100.252725;-2.1;1.7;0.161804748388558;3.99204819145047;2013.13793103448;6.3448275862069;;-0.261344846855754;1843301.89438003;68.8335413369206;27.2672774412556;-9389.31272739708;-14975.6939361432;2516.6402297931;0;0;0;0;3968.62693101675;0;23930.3283042094;5167.12364525353;1721.47372792882;14962.5940586642;15475.5261908766;1945.850174827;20050.545;895.476218501225;3344.90855577397;760.746095254465;14898.5482171011;1508.49944018559;24365.0066635403;0;0;0;0;0;0.118758675068935;0;10.9802013061853;0.618491754144761;0.120199387054085;0.746243758394806;1.54365142602125;0.0502059216802955;0;0;0;0;0;0;4.77400056790664;0.927737631217142;0.171713410077265;0.746243758394806;1.54365142602125;;;;;1;0.0118758675068935;14.1275463068691;8.2135527152974;2013-08-01 00:09:39;22.3410990221665;(0.5,0.7];0.7;11.8766666666667;1.18952115971393;;;;;;NL11_VaartenVechtstreek;M6a;0.488;0.160416666666667;0.174416666666667;;;0.231083333333333;;;;0.042;;;;;0.125333333333333;;0.1955;0.2505;0.519;;;0.595;0.595;;;;;1;1;0.246833333333333;0.22025;0.55;0.333;0.265416666666667;0.271666666666667;0.262333333333333;0.665;0.665;;;4000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M6a;2008;0.525;;;2.75;;0.45;0.55;0.816666666666667;;57.8604651162791;35.6;131.720930232558;;;;;;6.5;3.6906976744186;1.24418604651163;13.5142857142857;-48.2368421052632;-38.1552631578947;-48.1578947368421;-40.2473684210526;-41.1842105263158;-48.7789473684211;;80.2666666666667;57.4210526315789;;187.209302325581;1.66744186046512;;;;;;;2.31395348837209;0.00281395348837209;0.317333333333333;0.0245348837209302;0.624767441860465;0.649302325581395;7.41333333333333;0.25;7.77333333333333;0.162383720930233;;;;;;;;58.2325581395349;12.5644444444444;;;;;1.5;1.03777777777778;7.86666666666667;44.4;
4000-EAG-7;4000-EAG-1-3-4-6-7-8_F004.xlsx;4000;NL11_2_2;M6a;ZAND;gemalen NTV;gemalen KMS;gemalen GRVzuid;gemalen GRVwest;inlaat peilbeheer;polderinl NTV;polderinl KMS;polderinl GRVzuid;polderinl GRVwest;370.252725;0;0;0;100.252725;-2.1;1.7;0.161804748388558;3.99204819145047;2013.13793103448;6.3448275862069;;-0.261344846855754;1843301.89438003;68.8335413369206;27.2672774412556;-9389.31272739708;-14975.6939361432;2516.6402297931;0;0;0;0;3968.62693101675;0;23930.3283042094;5167.12364525353;1721.47372792882;14962.5940586642;15475.5261908766;1945.850174827;20050.545;895.476218501225;3344.90855577397;760.746095254465;14898.5482171011;1508.49944018559;24365.0066635403;0;0;0;0;0;0.118758675068935;0;10.9802013061853;0.618491754144761;0.120199387054085;0.746243758394806;1.54365142602125;0.0502059216802955;0;0;0;0;0;0;4.77400056790664;0.927737631217142;0.171713410077265;0.746243758394806;1.54365142602125;;;;;1;0.0118758675068935;14.1275463068691;8.2135527152974;2013-08-01 00:09:39;22.3410990221665;(0.5,0.7];0.7;11.8766666666667;1.18952115971393;;;;;;4000-EAG-7;M6a;;;;;;;;;;;;;;;;;;;;;;0.595;0.595;;;;;1;1;;;;;;;;0.665;0.665;;;4000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M6a;2008;0.525;;;2.75;;0.45;0.55;0.816666666666667;;57.8604651162791;35.6;131.720930232558;;;;;;6.5;3.6906976744186;1.24418604651163;13.5142857142857;-48.2368421052632;-38.1552631578947;-48.1578947368421;-40.2473684210526;-41.1842105263158;-48.7789473684211;;80.2666666666667;57.4210526315789;;187.209302325581;1.66744186046512;;;;;;;2.31395348837209;0.00281395348837209;0.317333333333333;0.0245348837209302;0.624767441860465;0.649302325581395;7.41333333333333;0.25;7.77333333333333;0.162383720930233;;;;;;;;58.2325581395349;12.5644444444444;;;;;1.5;1.03777777777778;7.86666666666667;44.4;
4000-EAG-7;4000_SGVboezem_tm2017a.xlsx;4000;;M6a;ZAND;gemalen NTV;gemalen KMS;gemalen GRVzuid;gemalen GRVwest;inlaat peilbeheer;polderinl NTV;polderinl KMS;polderinl GRVzuid;polderinl GRVwest;370.252725;0;0;0;100.252725;-2.1;1.7;0.161804748388558;3.99204819145047;2013.13793103448;6.3448275862069;;-0.261344846855754;1843301.89438003;68.8335413369206;27.2672774412556;-9389.31272739708;-14975.6939361432;2516.6402297931;0;0;0;0;3968.62693101675;0;23930.3283042094;5167.12364525353;1721.47372792882;14962.5940586642;15475.5261908766;1945.850174827;20050.545;895.476218501225;3344.90855577397;760.746095254465;14898.5482171011;1508.49944018559;24365.0066635403;0;0;0;0;0;0.118758675068935;0;10.9802013061853;0.618491754144761;0.120199387054085;0.746243758394806;1.54365142602125;0.0502059216802955;0;0;0;0;0;0;4.77400056790664;0.927737631217142;0.171713410077265;0.746243758394806;1.54365142602125;;;;;1;0.0118758675068935;14.1275463068691;8.2135527152974;2013-08-01 00:09:39;22.3410990221665;(0.5,0.7];0.7;11.9333333333333;1.18387259554769;;;;;;NL11_VaartenVechtstreek;M6a;0.488;0.160416666666667;0.174416666666667;;;0.231083333333333;;;;0.042;;;;;0.125333333333333;;0.1955;0.2505;0.519;;;0.595;0.595;;;;;1;1;0.246833333333333;0.22025;0.55;0.333;0.265416666666667;0.271666666666667;0.262333333333333;0.665;0.665;;;4000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M6a;2008;0.525;;;2.75;;0.45;0.55;0.816666666666667;;57.8604651162791;35.6;131.720930232558;;;;;;6.5;3.6906976744186;1.24418604651163;13.5142857142857;-48.2368421052632;-38.1552631578947;-48.1578947368421;-40.2473684210526;-41.1842105263158;-48.7789473684211;;80.2666666666667;57.4210526315789;;187.209302325581;1.66744186046512;;;;;;;2.31395348837209;0.00281395348837209;0.317333333333333;0.0245348837209302;0.624767441860465;0.649302325581395;7.41333333333333;0.25;7.77333333333333;0.162383720930233;;;;;;;;58.2325581395349;12.5644444444444;;;;;1.5;1.03777777777778;7.86666666666667;44.4;
4000-EAG-8;4000_SGVboezem_tm2017a.xlsx;4000;;M6a;ZAND;gemalen NTV;gemalen KMS;gemalen GRVzuid;gemalen GRVwest;inlaat peilbeheer;polderinl NTV;polderinl KMS;polderinl GRVzuid;polderinl GRVwest;370.252725;0;0;0;100.252725;-2.1;1.7;0.161804748388558;3.99204819145047;2013.13793103448;6.3448275862069;;-0.261344846855754;1843301.89438003;68.8335413369206;27.2672774412556;-9389.31272739708;-14975.6939361432;2516.6402297931;0;0;0;0;3968.62693101675;0;23930.3283042094;5167.12364525353;1721.47372792882;14962.5940586642;15475.5261908766;1945.850174827;20050.545;895.476218501225;3344.90855577397;760.746095254465;14898.5482171011;1508.49944018559;24365.0066635403;0;0;0;0;0;0.118758675068935;0;10.9802013061853;0.618491754144761;0.120199387054085;0.746243758394806;1.54365142602125;0.0502059216802955;0;0;0;0;0;0;4.77400056790664;0.927737631217142;0.171713410077265;0.746243758394806;1.54365142602125;;;;;1;0.0118758675068935;14.1275463068691;8.2135527152974;2013-08-01 00:09:39;22.3410990221665;(0.5,0.7];0.7;11.9333333333333;1.18387259554769;;;;;;NL11_VaartenVechtstreek;M6a;0.764;0.431539682539683;0.402333333333333;;;0.757952380952381;;;;0.134285714285714;;;;;0.638730158730159;;0.224301587301587;0.314634920634921;0.732;0.561;;;;;;;;;;0.51331746031746;0.472380952380952;0.7;0.594857142857143;0.541936507936508;0.799571428571429;0.413;;;;;4000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M6a;2010;43.6666666666667;;;15;;0.466666666666667;0.533333333333333;0.791666666666667;;56.5581395348837;35.1142857142857;156.744186046512;;;;;;;4.47674418604651;1.52093023255814;12.3142857142857;-51.0315789473684;-47.4131578947368;-47.9026315789474;-44.6157894736842;-43.9263157894737;-47.4842105263158;;91.4883720930233;2.57894736842105;;196.976744186047;1.64418604651163;;;;;;;1.83255813953488;0.00130232558139535;0.163023255813953;0.00790697674418605;0.187209302325581;0.194767441860465;6.79302325581395;0.176744186046512;7.70930232558139;0.0865581395348837;;;;;;;;64.1395348837209;12.4418604651163;;;;;2;0.990697674418605;7.83720930232558;37.4418604651163;
4000-EAG-8;4000-EAG-1-3-4-6-7-8_F004.xlsx;4000;NL11_2_2;M6a;ZAND;gemalen NTV;gemalen KMS;gemalen GRVzuid;gemalen GRVwest;inlaat peilbeheer;polderinl NTV;polderinl KMS;polderinl GRVzuid;polderinl GRVwest;370.252725;0;0;0;100.252725;-2.1;1.7;0.161804748388558;3.99204819145047;2013.13793103448;6.3448275862069;;-0.261344846855754;1843301.89438003;68.8335413369206;27.2672774412556;-9389.31272739708;-14975.6939361432;2516.6402297931;0;0;0;0;3968.62693101675;0;23930.3283042094;5167.12364525353;1721.47372792882;14962.5940586642;15475.5261908766;1945.850174827;20050.545;895.476218501225;3344.90855577397;760.746095254465;14898.5482171011;1508.49944018559;24365.0066635403;0;0;0;0;0;0.118758675068935;0;10.9802013061853;0.618491754144761;0.120199387054085;0.746243758394806;1.54365142602125;0.0502059216802955;0;0;0;0;0;0;4.77400056790664;0.927737631217142;0.171713410077265;0.746243758394806;1.54365142602125;;;;;1;0.0118758675068935;14.1275463068691;8.2135527152974;2013-08-01 00:09:39;22.3410990221665;(0.5,0.7];0.7;11.8766666666667;1.18952115971393;;;;;;NL11_VaartenVechtstreek;M6a;0.764;0.431539682539683;0.402333333333333;;;0.757952380952381;;;;0.134285714285714;;;;;0.638730158730159;;0.224301587301587;0.314634920634921;0.732;0.561;;;;;;;;;;0.51331746031746;0.472380952380952;0.7;0.594857142857143;0.541936507936508;0.799571428571429;0.413;;;;;4000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M6a;2010;43.6666666666667;;;15;;0.466666666666667;0.533333333333333;0.791666666666667;;56.5581395348837;35.1142857142857;156.744186046512;;;;;;;4.47674418604651;1.52093023255814;12.3142857142857;-51.0315789473684;-47.4131578947368;-47.9026315789474;-44.6157894736842;-43.9263157894737;-47.4842105263158;;91.4883720930233;2.57894736842105;;196.976744186047;1.64418604651163;;;;;;;1.83255813953488;0.00130232558139535;0.163023255813953;0.00790697674418605;0.187209302325581;0.194767441860465;6.79302325581395;0.176744186046512;7.70930232558139;0.0865581395348837;;;;;;;;64.1395348837209;12.4418604651163;;;;;2;0.990697674418605;7.83720930232558;37.4418604651163;
4100-EAG-1;4100-GAF_F002.xlsx;4100;;M8;VEEN;dijkse kwel;inlaat1;inlaat2;inlaat3;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;362.37732721086;1.5277314706436;0;16.1649286549119;12.1314754146795;-2.5;0.38;0.489435576566555;28.3510476033071;2013;6.5;;-1.58793548663669;110646.882204686;69.2612936690229;-5.04535186547377;-941.536135390957;-7017.52811934652;305.854905806578;137.085672185878;0;15.5547396068545;35.0283447685801;5409.19851775869;1731.77478546842;600;0;0;0;56.0884653595451;240.495371223208;0;85.9804531283925;0;0;0;0;7959.06425473747;0;0.226;0;0.384654110283225;0.14436968122688;22.2940670151851;8.56503298868125;1.4837436820108;0;0;0;0.115584591820703;0.0504233649002797;0.339;0;0;0.0288739362453759;4.45881340303701;8.56503298868125;0.494581227336932;0;0;0;0.0462338367282814;;;;;1;2.22940670151851;33.2134520692079;13.9829587569291;2013-06-16 07:50:42;47.1964108261371;(0,0.3];0.2;17.945;1.85084714790794;;;;;;NL11_OvWa_4100-EAG-1_Noordpol;M8;;0.336753968253968;0.384630952380952;;0.551764682539683;0.553457936507937;;0.977777777777778;0.145660317460317;0.313607142857143;;0.505873015873016;;;;0.474558333333333;0.35620119047619;0.35620119047619;;;;;;;;;;;;0.321263492063492;0.360471825396825;;0.305467857142857;0.33595;0.37487380952381;0.316418253968254;;;;;4100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M8;2011;33.3333333333333;;;20.8333333333333;;0.2;0.2;1;;71.4285714285714;14.1451612903226;165.2625;;;;;;;10.1585714285714;3.61857142857143;12.4516129032258;0.239285714285714;0.848214285714286;2.64642857142857;8.69642857142857;7.44285714285714;6.58214285714286;;107.1375;;;239;2.495;;;;;;;2.82675;0.003025;0.35075;0.018875;0.3194375;0.3359375;6.68625;0.52175;7.685;0.353315789473684;;;;;;;;116.714285714286;11.5987341772152;;;;;0.675;0.415;18.95;59.6375;
4100-EAG-2;4100-GAF_F002.xlsx;4100;;M8;VEEN;dijkse kwel;inlaat1;inlaat2;inlaat3;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;362.37732721086;1.5277314706436;0;16.1649286549119;12.1314754146795;-2.5;0.38;0.489435576566555;28.3510476033071;2013;6.5;;-1.58793548663669;110646.882204686;69.2612936690229;-5.04535186547377;-941.536135390957;-7017.52811934652;305.854905806578;137.085672185878;0;15.5547396068545;35.0283447685801;5409.19851775869;1731.77478546842;600;0;0;0;56.0884653595451;240.495371223208;0;85.9804531283925;0;0;0;0;7959.06425473747;0;0.226;0;0.384654110283225;0.14436968122688;22.2940670151851;8.56503298868125;1.4837436820108;0;0;0;0.115584591820703;0.0504233649002797;0.339;0;0;0.0288739362453759;4.45881340303701;8.56503298868125;0.494581227336932;0;0;0;0.0462338367282814;;;;;1;2.22940670151851;33.2134520692079;13.9829587569291;2013-06-16 07:50:42;47.1964108261371;(0,0.3];0.2;17.945;1.85084714790794;;;;;;NL11_OvWa_4100-EAG-2_Noordpol;M8;;0.229222222222222;0.25;;0.286111111111111;0.337777777777778;;1;0.162666666666667;0.173;;0.531444444444444;;;;0.525555555555556;0.249777777777778;0.249777777777778;;;;;;;;;;;;0.261111111111111;0.319666666666667;;0.293;0.388555555555556;0.320222222222222;0.422777777777778;;;;;4100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M1a;2013;57.5;20.025;;6.5;;0.275;0.275;1;;115;24.1785714285714;150.315789473684;;;;;;;8.2;2.66315789473684;14.6428571428571;0.246428571428571;0.889285714285714;2.29285714285714;8.09285714285714;7.5;7.47857142857143;;110.368421052632;;;302.631578947368;2.78421052631579;;;;;;;3.06842105263158;0.00205263157894737;0.354210526315789;0.0260526315789474;0.246578947368421;0.27;6.14736842105263;0.749473684210526;7.6;0.552105263157895;;;;;;;;128;10.9852631578947;;;;;0.45;0.315789473684211;13.6842105263158;55.6315789473684;
4110-EAG-1;4110-GAF_F003.xlsx;4110;;M1a;KLEI;inlaat 1;extra inlaat;;;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;383.093337577153;11.0335033299915;0;57.5271267829521;21.13937303892;-2;0.75;0.275655220416865;7.79870641915094;2013.5;6.5;;-1.26590630153171;155182.805374417;31.4242112368458;0.688434463438744;-623.626444351584;-5599.41316380083;539.453316193236;158.5452977919;0;29.1060562866112;296.077476508536;3750.42465812227;1209.02036673065;640.337684553677;0;0;0;19.9163817081787;419.673903471307;0;0.856160734773427;0;0;0;0;6223.03960815241;0;0.15;0;0.413059406724461;0.280119449108943;10.6448511539599;3.4315692272558;0.757280837249456;0;0;0;0.0235536570449728;0.051037778197115;0.225;0;0.413059406724461;0.840358347326828;1.77414185899331;3.4315692272558;0.302912334899782;0;0;0;0.00942146281798912;;;;;1;1.06448511539599;15.7004337313435;7.04750041621529;2013-12-15 22:25:00;22.7479341475588;(0,0.3];0.275;15.085;1.04079772829589;;;;;;NL11_OvWa_4110-EAG-1_B.O.B.M.;M1a;;0.4073;0.463866666666667;;0.6336;0.661566666666667;;0.954433333333333;0.272866666666667;0.418233333333333;;0.952233333333333;;;;0.906233333333333;0.329166666666667;0.329166666666667;;;;;;;;;;;;0.4387;0.511266666666667;;0.469566666666667;0.558233333333333;0.4747;0.6003;;;;;4110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M1a;2013.66666666667;8.33333333333333;0.366666666666667;0.0333333333333333;12.3333333333333;60;0.433333333333333;0.516666666666667;0.822222222222222;;65.6477272727273;22.6578947368421;243.397959183673;;;;;;88;10.9693181818182;3.75454545454545;11.7039473684211;0.178048780487805;0.642682926829268;2.35975609756098;16.3731707317073;11.3780487804878;6.6390243902439;;143.626262626263;;;351.25;3.0969387755102;;;;;;;3.69795918367347;0.0100204081632653;1.15025252525253;0.0451530612244898;0.565102040816327;0.613826530612245;6.33939393939394;0.588163265306122;7.65454545454545;0.330527272727273;;;;;;;;97.5909090909091;12.3051020408163;;;;;0.736363636363636;0.398989898989899;18.2323232323232;35.040404040404;
4110-EAG-2;4110-GAF_F003.xlsx;4110;;M1a;KLEI;inlaat 1;extra inlaat;;;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;383.093337577153;11.0335033299915;0;57.5271267829521;21.13937303892;-2;0.75;0.275655220416865;7.79870641915094;2013.5;6.5;;-1.26590630153171;155182.805374417;31.4242112368458;0.688434463438744;-623.626444351584;-5599.41316380083;539.453316193236;158.5452977919;0;29.1060562866112;296.077476508536;3750.42465812227;1209.02036673065;640.337684553677;0;0;0;19.9163817081787;419.673903471307;0;0.856160734773427;0;0;0;0;6223.03960815241;0;0.15;0;0.413059406724461;0.280119449108943;10.6448511539599;3.4315692272558;0.757280837249456;0;0;0;0.0235536570449728;0.051037778197115;0.225;0;0.413059406724461;0.840358347326828;1.77414185899331;3.4315692272558;0.302912334899782;0;0;0;0.00942146281798912;;;;;1;1.06448511539599;15.7004337313435;7.04750041621529;2013-12-15 22:25:00;22.7479341475588;(0,0.3];0.275;15.085;1.04079772829589;;;;;;NL11_OvWa_4110-EAG-2_B.O.B.M.;M1a;;0.436428571428571;0.503888888888889;;0.615230158730159;0.695388888888889;;0.888833333333333;0.324611111111111;0.489928571428571;;0.565539682539683;;;;0.444507936507937;0.479444444444444;0.479444444444444;;;;;;;;;;;;0.44015873015873;0.445753968253968;;0.443309523809524;0.387404761904762;0.516452380952381;0.322849206349206;;;;;4110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M8;2013;58.75;20;;20;;0.225;0.25;0.95;;70.8947368421053;54.5714285714286;172.157894736842;;;;;;;9.97368421052632;3.27368421052632;17.2142857142857;0.378571428571429;1.30714285714286;8.99642857142857;21.4428571428571;18.8214285714286;6.95;;133.052631578947;;;438.947368421053;5.68421052631579;;;;;;;7.21578947368421;0.095;3.57947368421053;0.157894736842105;1.36315789473684;1.52684210526316;8.04736842105263;0.361578947368421;7.83684210526316;0.202789473684211;;;;;;;;72.5789473684211;13.0736842105263;;;;;0.7;0.489473684210526;11.5263157894737;19.2631578947368;
4120-EAG-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL11_OvWa_4120-EAG-1_Buitendi;M1a;;0.124166666666667;0.142;;0.193;0.246666666666667;;1;0.00133333333333333;0.00666666666666667;;0.738833333333333;;;;0.737166666666667;0.163333333333333;0.163333333333333;;;;;;;;;;;;0.147;0.1175;;0.169166666666667;0.0925;0.0585;0.1095;;;;;4120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M1a;2013;4;0;;75;;0.2;0.25;1;;59.6363636363636;21.3571428571429;243.488372093023;;;;;;;8.77575757575758;3.16060606060606;13.2;;;;;;;;143.604651162791;;;393.333333333333;2.2906976744186;;;;;;;2.6;0.00437209302325581;0.655581395348837;0.0169767441860465;0.30093023255814;0.319186046511628;3.5046511627907;0.562790697674419;7.44418604651163;;;;;;;;;60.4848484848485;12.2674418604651;;;;;0.575;0.387209302325581;21.5813953488372;31.4860465116279;
