ident;DBID;Namespace;LokaalID;Naam;Vertaling naar doelen-model;SGBPPeriode.omschrijving;UitvoeringIn;KRWMaatregel.code;Toelichting;KRWMaatregelNiveau.code;HoortbijKRWWaterlichaam;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.naam;Kosten;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;esf;afweging;gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);kosten;totale belasting;totale oeverlengte;belastingreductie opmerking;omvang tov balansen 2018, ecologische toestand t/m 2017;eenheid;EKR;litteratuurverwijzing;wkp;WL_naam;Effect verwacht vanaf;aangepast;gebiedsteam;;;
357;76556;NL11;MT;Optimaliseren waterstromen;p;SGBP2 2015-2021;2015-2021;IN02;OBT en Westbroek gaan via Nedereindse vaart. Nedereindse vaart is bron voor Molenpolder Groot en klein. Macroionen zullen verbeteren. Het is onduideljk wat fosfor concentratie zal gaan doen, Egelshoek heeft hoge fosforconcentratie, de DFI bij Weersloot gaat binnenkort draaien, wat worden de fosforconcentraties in de nieuwe natuurpeilvakken van OBT en WBZ. In het WGP staat: Aan het einde van de winter, wanneer nog steeds een neerslagoverschot aanwezig is, wordt de stuw gestreken tot een peil van NAP -1,15 m, het liefst tijdens een droge periode zodat het wateroverschot uit de Oostelijke Binnenpolder van Tienhoven beschikbaar komt voor de Molenpolder, Molenpolder-klein en het zoddengebied tussen de Oudedijk en Heuvellaan. Hiermee komt kwalitatief goed water beschikbaar in die gebieden en zal de kwelflux in de Oostelijke Binnenpolder van Tienhoven toenemen, ook in de percelen. Aan het einde van het groeiseizoen (augustus/september) kan de stuw weer op zijn normale maximale peil worden gezet. De neerslag die dan valt zal ten goede komen aan de Oostelijke Binnenpolder van Tienhoven en vermengen met de kwel. Wanneer het peil is uitgezakt, lijkt de huidige kwelflux onvoldoende om de terrestrische doelsoorten te ondersteunen. Voortschrijdend inzicht laat zien dat juist als het waterpeil omhoog komt in de zomer, dat basenrijk oppervlaktewater dan de percelen intrekt en zelfs delen innudeerd (geconstateerd in wieden en weerribben). Het gevoel is dat het niet verstandig is de stuw te ver te strijken. Het peilbeheer blijft nu hetzelfde. We besluiten om de stuw het gehele op zijn hoogste stand te laten staan. Behalve als vanwege maaibeheer door Natuurmonumenten in nazomer een laag peil nodig is. Deze maatregel heeft ook effect op ESF1, productiviteit.;WB;NL11_6_5;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1, ESF4;;;;2.198887565;370.5002814;;?;mg/m2/dag;;;1;MolenpolderTienhove;2021;LM_20190916;Vecht;;;
358;;;;Bomen verwijderen langs het water in Molenpolder Natuur, klein Molenpolder, Maarsseveense zodden mogelijk ook.;areaal beter;SGBP3 2021-2027;2021-2027;BE06;Deze maatregel heeft ook invloed op ESF2, lichtklimaat en ESF7, organische belasting.;;NL11_6_5;1;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;ESF1, ESF2, ESF7;;;;2.198887565;370.5002814;;91;ha;;;;MolenpolderTienhove;2027;LM_20190916;Vecht;;;
359;;;;Kreeften verwijderen: biomanipulatie.;abb;SGBP3 2021-2027;2021-2027;BE01;Vraag of dit effectief is. Wordt onderzocht. Deze maatregel heeft ook effect op ESF6, verwijdering.;;NL11_6_5;1;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;ESF1, ESF6;;;;2.198887565;370.5002814;;400;kg/ha;;;;MolenpolderTienhove;2027;LM_20190916;Vecht;;;
360;;;;Lokaal baggeren Molenpolder Natuur en Westbroekse zodden.;baggeren;SGBP3 2021-2027;2021-2027;BE04;Dit vergt nog wat meer studie om dit in detail in kaart te brengen: Alleen in het zuid-oosten van de Molenpolder Natuur en delen van de Oostelijke binnepolder en Westbroekse zodden is de waterbodem voedselrijk en levert mogelijk P na. In lijnvormige wateren vormt nalevering geen groot probleem omdat de draagkracht erg hoog is, maar in westbroek zou waterdiepte en nalevering uit de waterbodem in de zomer wel kunnen bijdragen aan een hoge belasting.;;NL11_6_5;1;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;ESF3;Alleen in de taartpunt lijkt het zinvol de waterdiepte te vergroten.;;;2.198887565;370.5002814;;15;ha;;;;MolenpolderTienhove;2027;LM_20190916;Vecht;;;
361;;;;Vergroten waterdiepte taartpunt natuur.;p;SGBP3 2021-2027;2021-2027;IN12;De gemiddelde waterdiepte is nu < 35 cm. Temperatuur kan oplopen.;;NL11_6_5;1;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;ESF1;;;;2.198887565;370.5002814;opmerking voor pbl: diepte is een primaire voorwaarde, zonder verdieping geen ecologie (werkt als een extra P-sink, en een beter temperatuurklimaat);0;mg/m2/dag;;;;MolenpolderTienhove;2027;LM_20190916;Vecht;;;
362;;;;Aanpassen maai en slootbeheer  en eisen vanuit de KEUR;areaal beter;SGBP3 2021-2027;2021-2027;;Check bij Arjan Hooijveld en Edwin ter Hennepe;;NL11_6_5;;;;;;0;0;0;0;0;0;ESF6;;;;;370.5002814;;;;;;;MolenpolderTienhove;2027;LM_20190916;Vecht;;;
363;71355;NL11;91120;Optimaliseren peilregime Botshol;;SGBP1 2009-2015;2009-2015;IN14;Het uitvoeren van maatregelen zodat het peil in voorjaar langer hoog wordt gehouden en in de zomer verder kan uitzakken in.;WB;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF1;uitgevoerd;;;;39.53622899;flexpeil is na evaluatie teruggedraaid;0;mg/m2/dag;;;1;Botshol;2016;LM_20190916;Amstel;;;
364;71305;NL11;90916;Onderzoeken verbetering defosfatering ;;SGBP1 2009-2015;2009-2015;S01;Het uitvoeren van een onderzoek naar de mogelijkheden om de defosfatering van inlaatwater naar het Natura 2000-gebied Botshol te verbeteren;WB;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=12000.00;0;0;1;0;0;0;NVT;;;;;39.53622899;;;;;;1;Botshol;2016;LM_20190916;Amstel;;;
365;71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;;SGBP1 2009-2015;2009-2015;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_7_1;325;km;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;0;0;325;0;0;0;ESF4;uitgevoerd;Uitvoering intern;;;39.53622899;;5.930434349;ha;;;1;Botshol;2016;LM_20190916;Amstel;;;
366;76530;NL11;91119;Graven petgaten en plaggen tbv jonge verlandingen Botshol;areaal nieuw;SGBP2 2015-2021;2015-2021;IN20;maatregel C17 uit LIFE+ subsidie: graven petgaten 2,4 ha (deels incl. verwijderen 1,3 ha (moeras)bos incl. rooien stobben), verwijderen bos 0,2 ha en plaggen 2,3 ha gedegenereerd veenmosrietlandreeds voor 2015 gestart, echter pas na 2015 afgerond;WB;NL11_7_1;1;n;j;Natuurmonumenten;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;NVT;;;;;39.53622899;;;;;;1;Botshol;2021;LM_20190916;Amstel;;;
367;71355;NL11;;Optimaliseren peilregime Botshol;;SGBP2 2015-2021;2015-2021;IN14;Deze maatregel heeft ook invloed op ESF4, habitatgeschiktheid.;WB;NL11_7_1;1;n;;Waterschap Amstel Gooi en Vecht;1;0;0;1;0;0;0;ESF1, ESF4;;;;;39.53622899;flexpeil is na evaluatie teruggedraaid;0;mg/m2/dag;;;1;Botshol;2018;LM_20190916;Amstel;;;
368;;;;(tijdelijk) afkoppelen of omleiden waterstromen van Zwanengat-gebied naar de plassen ;p;SGBP3 2021-2027;2021-2027;IM12;In en ná neerslagrijke perioden lijken de rietlanden en (deels verjongde) petgaten van het Zwanegat-gebied slib en nutriënten af te geven aan de waterkolom. Deze worden vervolgens deels naar de plassen gevoerd. Om deze belasting weg te nemen kan het Zwanegat-gebied en het “Dwarse” van een alternatieve afvoerroute worden voorzien. Deze kan worden ingezet in perioden met een sterke uitspoeling en de daaropvolgende zomers waarin het particulair fosfor 'vrijkomt' uit de waterbodem. De afstroomrichting naar de plassen kan in die periode worden dichtgezet met een `kwaliteitsstuw’.  Dit is een ingrijpende maatregel die we graag willen met monitoring: we willen de P flux beter inzichtelijk maken. Alternatieven die genoemd worden door provincie en NMM: baggeren sloten Zwanengat (dit lijkt kostbaar om periodiek te doen) of omleiden waterstromen, zodat water uit het zwanegat via de defos naar de Wijes wordt geleidt. Bovendien is de grote waterbehoefte waar in voorzien moet worden een risico.;;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;ESF1;;;;1.333693285;39.53622899;bot2018a_life2017.xlsx, cel GX7;0.266791907;mg/m2/dag;;;;Botshol;2027;LM_20190916;Amstel;;;
369;;;;Afkoppelen Kloosterkolk;p;SGBP2 2015-2021;2019;IM12;De aalscholverkolonie in de Koosterkolk brengt veel P in het watersysteem die van elders afkomstig is. De hydrologische isolatie van de Kloosterkolk functioneert nu gebrekkig: stuwen zijn lek en wateroverschotten in de Kloosterkolk worden niet weggeleid naar het landbouwgebied of de Waver. Doel is dit alsnog te doen en bij voorkeur te zorgen voor lichte `onderdruk’ in Koosterkolk-compartiment. Deze maatregel is uitgevoerd, alleen de afvoer van water bij overschot (bij voorkeur richting Nellestein) is nog niet gerealiseerd en vraagt om nieuwe kunstwerken. Een stuw is hier wenselijker dan een klep of ander kunstwerk (richting polder Nellestein).;;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht ;;0;1;0;0;0;0;ESF1;;;;1.333693285;39.53622899;bot2018a_life2017.xlsx, cel GX11;0.380809536;mg/m2/dag;;;;Botshol;2027;LM_20190916;Amstel;;;
370;;;;Effectiviteit defosfatering maximaliseren;p;SGBP3 2021-2027;2021-2027;IM12;"De toediening van IJzerchloride voor de defosfatering van het inlaatwater uit de Waver is sluipenderwijs verminderd. De toediening wordt verhoogd gericht op een maximaal zuiveringsresultaat.
In het verlengde hiervan: ten behoeve van rietoogst door dhr. Verweij zouden er tijdelijke schotten in de watergangen worden geplaatst om de verspreiding van flocculant et beperken. Dit wordt herbezien op effect op externe P-belasting. Ook de verbinding met de Bruggesloot (keerschotten ontbreken regelmatig en er is onvoldoende toezicht op het terugplaatsen van deze schotten), vaarbewerging en mogelijke opwerveling (wens is om schotten permanent te laten staan en niet door uitstroom van de defosfatering te varen), sulfaat en zuurstof in de nabezinksloten is een aandachtspunt: Mogelijk leveren de nabezinksloten na onder bepaalde omstandigheden. Vaste schotten zouden de voorkeur hebben als er geen geld/ aandacht is voor controle of schotten op tijd zijn teruggeplaatst.
";;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;ESF1;;;;1.333693285;39.53622899;bot2018a_life2017.xlsx, cel GX2-GY2;0.044114726;mg/m2/dag;;;0;Botshol;2027;LM_20190916;Amstel;;;
371;;;;Staken bevloeien van rietlanden ten behoeve van vergroting rietoogst;p;SGBP3 2021-2027;2021-2027;IM12;Teveel aan slib en nutriënten in de waterkolom lijkt tenminste ten dele afkomstig uit afspoeling van de rietlandpercelen. Het actief bevloeien van de (= maatregel toegepast in verouderde rietlanden om de rietproductie te verhogen/ een jonger successiestadium te stimuleren) vergroot deze afspoeling  en brengt organisch materiaal in het oppervlaktewater. Daarom kijken wat reikwijde en effect van deze bevloeiing is bij pachters dhr. Jansen en dhr. Verweij. Bevloeiing limiteren of beëindigen. Rietoogst vindt mogelijk alternatieven in petgaten die verjongd zijn. Het beterft twee rietsnijders met een klein onverhard oppervlak dat bevloeid wordt. De bevloeiing vindt al 30 jaar plaats. De complexiteit (politiek-sociaal) van de oplossing weegt niet op tegen voordeel.;;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;1;ESF1;;;;;39.53622899;;?;mg/m2/dag;;;0;Botshol;2027;LM_20190916;Amstel;;;
372;;;;Staken lokale  inlaat van ongezuiverd water door Waverkade, onder vrij verval;p;SGBP3 2021-2027;2021-2027;IM12;Bij 1 erf langs de Waver is nog een `pijp door de dijk’ aanwezig, waaruit permanent Waver-water het natuurgebied in stroomt onder medeneming van fosfaat en andere vervuiling. De Waver voert zeker in de zomer vrijwel uitsluitend uitslagwater van de droogmakerijen Polder Groot Mijdrecht, die belast is door landbouw en, vooral, droogmakerijkwel met bruin, brakkig en voedselrijk water. De hoeveelheid ingelaten water en daarmee ook de fosfaatvracht is niet bekend. Voorstel om deze inlaat stop te zetten en in de toekomst onmogelijk te maken.   Door de aanleg van riolering is het ook al lang niet meer nodig om de sloten rond het erf permanent door te spoelen. Bij Verweij staat de pijp niet altijd open en er zit een schot tussen sloot Verweij en Botshol.;;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;1;ESF1;;;;;39.53622899;;?;mg/m2/dag;;;0;Botshol;2027;LM_20190916;Amstel;;;
373;;;;Volgen en sturen;;SGBP3 2021-2027;2021-2027;BE08;Het bijhouden of alle bronnen voldoende gerduceerd worden door maatregelen. Dit vraagt om een uitgebreid monitoringprogramma en periodiek terugkerende analyse.;;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;NVT;;;;;39.53622899;;;;;;0;Botshol;2027;LM_20190916;Amstel;;;
374;;;;Zoet schoon water aanvoeren naar Zwanegat.;p;SGBP3 2021-2027;2021-2027;IN01;Er zou water uit Vinkeveen worden ingelaten via de Ruigkadesloot naar het Zwanengat. Dit is een optie om de door provncie/ NMM genoemde nadelen van afkoppelen Zwanengat te mitigeren. Bij Natuurmonumenten leeft de gedachte dat het Zwanegat behoefte heeft aan aanvoer van zoetwater vanuit polder Botshol/Nellestein, opdat de jonge verlanding makkelijker op gang komt. ;;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;ESF1;;;;;39.53622899;;?;mg/m2/dag;;;0;Botshol;2027;LM_20190916;Amstel;;;
375;;;;Hydrologische isolatie tussen nieuwe natuurgebieden in polder Botshol en Nellestein goed nalopen.;p;SGBP3 2021-2027;2021-2027;BE08;Van belang dat peil wordt geregisteerd in Nellestein.;;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;ESF1;;;;;39.53622899;;?;mg/m2/dag;;;0;Botshol;2027;LM_20190916;Amstel;;;
376;;;;Drainage door begreppeling en smallere percelen verminderen.;?;SGBP3 2021-2027;2021-2027;IM12;Voorafgaand aan deze maatregel willen graag monitren wat er voor kwaliteit uit de greppels komt. Het is van belang dat er ook particulair materiaal mee wordt bemonsterd, want dit wordt mogelijk ook getransporteerd (in de stromende regen monsters nemen, waarbij niet alleen de bovenlaag wordt bemonsterd). Schotjes plaatsen in de winter om te voorkomen dat neerslag in de winter te snel afstroomt. Deze maatregel is alleen nuttig als het zwanegat niet wordt afgekoppeld. Hier zijn technische ontwerpen van die we uit de duinen kennen. ;;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;ESF1;;;;;39.53622899;;;;;;;Botshol;2027;LM_20190916;Amstel;;;
377;;;;Baggeren van noordelijk deel Botshol, uitstroom defosfatering?;baggeren;SGBP3 2021-2027;2021-2027;IM12;Basenrijke bagger verspreiden, afwenteling (door zuurstofloosheid) door nalevering vanuit de waterbodem verkleinen. Dit is een alternatief voor afschotten van greppels om drainage te voorkomen. Meekomend voordeel is ook dat broeikasgasemissies kleiner worden.;;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;ESF1;;;;;39.53622899;;;;;;;Botshol;2027;LM_20190916;Amstel;;;
378;71309;NL11;90991;Uitvoeren inrichtingsplan Noorder IJplas, fase 1 - effect 3;;SGBP1 2009-2015;2009-2015;IM09;Het betreft de inrichting van de kleine plas als helofytenfilter voor het zuiveren van ingelaten water vanuit het Noordzeekanaal. ;WB;NL11_7_2;6;ha;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=315000.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;6;ESF1;;;;11;7.926323821;;0;mg/m2/dag;;;1;NoorderIJplas;nvt;LM_20190916;Amsterdam;;;
379;71307;NL11;90988;Uitvoeren inrichtingsplan Noorder IJplas, fase 1 - effect 1;;SGBP1 2009-2015;2009-2015;IN08;Het betreft het aanleggen van natuurvriendelijke oevers langs de Noorder IJplas conform volgens inrichtingsplan NIJP;WB;NL11_7_2;2.5;km;j;Gemeente Amsterdam;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=300000.00;0;0;0.4;2.1;0;0;ESF4;uitgevoerd;;;11;7.926323821;;0.375;ha;;;1;NoorderIJplas;nvt;LM_20190916;Amsterdam;;;
380;71308;NL11;90989;Uitvoeren inrichtingsplan Noorder IJplas, fase 1 - effect 2;;SGBP1 2009-2015;2009-2015;IN13;Het gaat om het verondiepen van een deel van de Noorder IJplas als uitvoering van het Inrichtingsplan NIJP. De verondiepingen moet de ontwikkeling van oever- en waterplanten mogelijk maken.Er worden geen inrichtingskosten benoemd, omdat deze worden gedekt vanuit de opbrengsten van grondexploitatie (werk met werk).;WB;NL11_7_2;55;ha;j;Gemeente Amsterdam;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;8;47;0;0;ESF4;uitgevoerd;;;11;7.926323821;;55;ha;;;1;NoorderIJplas;nvt;LM_20190916;Amsterdam;;;
381;71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;;SGBP1 2009-2015;2009-2015;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_7_2;325;km;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;0;0;325;0;0;0;ESF4;uitgevoerd;Uitvoering intern;;;7.926323821;;1.188948573;ha;;;1;NoorderIJplas;2016;LM_20190916;Amsterdam;;;
382;76560;NL11;NIJP-x ;Beperken fosfaatbelasting uit omgeving;p;SGBP2 2015-2021;2015-2021;IM12;MBV puridrain: in 2019 worden metingen uitgevoerd om te kijken wat de concentraties P zijn in de percelen. ;WB;NL11_7_2;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;1;0;0;0;0;0;ESF1;;;;11;7.926323821;puridrains?;0.5;mg/m2/dag;;;1;NoorderIJplas;2021;LM_20190916;Amsterdam;;;
383;76510;NL11;90988;Uitvoeren inrichtingsplan Noorder IJplas, fase 1 - effect 1;;SGBP2 2015-2021;2015-2021;IN08;Het aanleggen van natuurvriendelijke oevers langs de Noorder IJplas conform het inrichtingsplan NIJP.;WB;NL11_7_2;2.5;km;j;Gemeente Amsterdam;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;2;0;0.5;0;0;0;ESF4;;;;11;7.926323821;;0.375;ha;;;1;NoorderIJplas;2021;LM_20190916;Amsterdam;;;
384;76511;NL11;90989;Uitvoeren inrichtingsplan Noorder IJplas, fase 1 - effect 2;;SGBP2 2015-2021;2015-2021;IN13;Het verondiepen van een deel van de Noorder IJplas als uitvoering van het Inrichtingsplan NIJP. De verondieping moet de ontwikkeling van oever- en waterplanten mogelijk maken.De maatregel is een voortzetting van de maatregel uit de SGBP 1-planperiode. De wens voor voldoende ondiep oppervlak blijft bestaan, maar dan wel met materiaal dat niet nalevert en niet organisch belast wordt.;WB;NL11_7_2;55;ha;j;Gemeente Amsterdam;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;34;21;0;0;0;ESF2;;;;11;7.926323821;;55;ha;;;1;NoorderIJplas;2021;LM_20190916;Amsterdam;;;
385;;;;Herstelmaatregelen mitigeren effect verondiepen: zuurstof toedienen bij de waterbodem, PAC? Navragen Jasper en Sonja.;p;SGBP3 2021-2027;2021-2027;BR10;Jasper: uitvraag gedaan voor PvA waterbodem bedekken en nazorg verondiepingen afwerken.;;NL11_7_2;1;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;ESF1;;;;11;7.926323821;plas is verondiept met te fosfaatrijke grond. Nalevering moet beperkt door bedekken of andere bodemmaatregelen. We gaan er in deze getallen van uit dat deze maatregelen effectief zijn.;8;mg/m2/dag;;;0;NoorderIJplas;2027;LM_20190916;Amsterdam;;;
386;;;;Verstevigen dam tussen zuidplas en noordplas als blijkt dat de dam poreus is.;p;SGBP3 2021-2027;2021-2027;BR10;Het is niet duidelijk wat er gebeurt in de Zuidplas. Er loopt geen water van de zuid naar noorplas.;;NL11_7_2;1;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;ESF1;dit is waarschijnlijk maar een klein aandeel van totale belasting: alleen zinvol als waterbodem niet meer nalavert.;;;;7.926323821;;;;;;;NoorderIJplas;2027;LM_20190916;Amsterdam;;;
387;;;;Vispasseerbaar maken sluizen, gemalen en stuwen - fase 1;;SGBP1 2009-2015;2009-2015;;Er is een zuinige De Wit passage aangelegd tussen de zuid en noordplas.;;NL11_7_2;;;;Waterschap Amstel Gooi en Vecht ;;0;0;1;0;0;0;ESF5;uitgevoerd;;;;7.926323821;;;;;;;NoorderIJplas;nvt;LM_20191017;Amsterdam;;;
388;71348;NL11;91101;Herstel- en inrichtingsmaatregelen Demmerik, baggermaatregelen;;SGBP1 2009-2015;2009-2015;BE04;De maatregel betreft het baggeren van petgaten in het gebied Demmerik en wordt mede uitgevoerd in het kader van het Gebiedsconvenant Groot-Wilnis Vinkeveen. ;WB;NL11_8_1;3500;m3;j;Staatsbosbeheer;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=250000.00;0;0;0;3500;0;0;ESF1;gefaseerd naar SGBP2;;;1.445456868;99.84214244;meer retentie, grotere diepte;0;mg/m2/dag;;;1;Tussenboezema;nvt;LM_20190916;Amstel;;;
389;71349;NL11;91102;Uitvoeren waterbeheermaatregelen Tussenboezem Vinkeveen;;SGBP1 2009-2015;2009-2015;IN02;Een set waterbeheermaatregelen met als doel het weren van water afkomstig van Wilnis-Veldzijde uit Res.Demmerik;WB;NL11_8_1;1;n;n;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF1;uitgevoerd;;;1.445456868;99.84214244;onderdeel balans;0;mg/m2/dag;;;1;Tussenboezema;2016;LM_20190916;Amstel;;;
390;71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;;SGBP1 2009-2015;2009-2015;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_8_1;325;km;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;0;0;325;0;0;0;ESF4;uitgevoerd;Uitvoering intern;;;99.84214244;;14.97632137;ha;;;1;Tussenboezema;2016;LM_20190916;Amstel;;;
391;76541;NL11;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;p;SGBP2 2015-2021;2015-2021;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_8_1;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;33.38;99.84214244;extensief;0;mg/m2/dag;;NMI, 2019;1;Tussenboezema;2021;LM_20190916;Amstel;;;
392;76528;NL11;91101;Uitvoeren herstel- en inrichtingsmaatregelen Demmerik, baggermaatregelen;baggeren;SGBP2 2015-2021;2015-2021;BE04;De maatregel betreft het baggeren van petgaten in het gebied Demmerik en wordt mede uitgevoerd in het kader van het Gebiedsconvenant Groot-Wilnis Vinkeveen. De maatregel is een voortzetting van de maatregel uit de SGBP 1-planperiode;WB;NL11_8_1;3500;m3;j;Staatsbosbeheer;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;3500;0;0;0;NVT;;;;1.445456868;99.84214244;;;;;;1;Tussenboezema;2019;LM_20190916;Amstel;;;
393;76529;NL11;91103;Omleiden / scheiden waterstromen Amstellandboezem;p;SGBP2 2015-2021;2015-2021;IN02;Voorheen: Aanleggen schoonwaterkering Kromme Mijdrecht. Deze maatregel wordt genomen in de Amstellandboezem, maar heeft ook positief effect voor Vaarten Zevenhoven en Tussenboezem Vinkeveen a en b. ;MW;NL11_8_1;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;1;0;0;0;0;0;ESF1;;;;33.38;99.84214244;hersteld Vinkeveen is de bron, niet Amstelland;0;mg/m2/dag;;;1;Tussenboezema;2021;LM_20190916;Amstel;;;
394;;;;Voorkomen dat brasem en karper het gebied in kunnen zwemmen (nu kunnen omwonende zelf (boot)stuwen open zetten);achteruitgang vermijden;SGBP3 2021-2027;2021-2027;S06;Dit kan worden gerealiseerd met omgevingsmanagement en voorlichting. Deze maatregel heeft ook invloed op ESF2, lichtklimaat.;;NL11_8_1;14;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;ESF1, ESF2;;;;1.445456868;99.84214244;;;;;;0;Tussenboezema;2027;LM_20190916;Amstel;;;
395;;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;p;SGBP3 2021-2027;2021-2027;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_8_1;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;33.38;99.84214244;extensief;0;mg/m2/dag;;NMI, 2019;;Tussenboezema;2027;LM_20190916;Amstel;;;
396;71386;NL11;NL11_0168;Herstellen en aanleggen natuurvriendelijke oevers particuliere watergangen Mijdrechtse bovenlanden;;SGBP1 2009-2015;2009-2015;IN07;;WB;NL11_8_2;6.8;km;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=405000.00|Beheer en Onderhoud per planperiode=0.00;0;0;6.8;0;0;0;ESF4;uitgevoerd;;;;200.1934742;;1.02;ha;;;1;Tussenboezemb;2016;LM_20190916;Amstel;;;
