O;W;locatie.EAG;jaar;W1;W2;W3;W4;W4a;W4b;W5;W5a;W5b;W5c;W6;W7;W7a;W7b;W7c;W7d;W9;O1;O2;O3;O4;O5;O6;O7;O8;doorz_diep;FLAB;KROOS;SUBMS;woeker;n_soort;n_ovsoort;DRIJF;riet;watertype;StedelijkLandelijk;ESTnaam2;ESTnaam3;estnaam;omschrijving.x;omschrijving.y;estnaamvol
O5;W5;4210-EAG-1;2006;0;0;0;1;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0.001;3;26.5;5.5;7;0;5;0;M27;Landelijk;OM;L;W5_O5_OM_L;Het water is helder met veel verschillende, niet woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5_O5_OM_L_Het water is helder met veel verschillende, niet woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5;4210-EAG-1;2010;0;1;0;0;1;1;3;0;0;0;0;1;2;0;0;0;0;0;0;0;0;6;0;0;0;0.733333333;0.001;3;45;4.5;5;0;26.5;0;M27;Landelijk;OM;L;W5_O5_OM_L;Het water is helder met veel verschillende, niet woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5_O5_OM_L_Het water is helder met veel verschillende, niet woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5;4210-EAG-1;2011;0;1;0;0;0;0;3;0;0;0;0;0;1;0;2;0;0;0;0;0;0;6;0;0;0;1;0.001;25;85;7.5;5;0;7.5;0;M27;Landelijk;OM;L;W5_O5_OM_L;Het water is helder met veel verschillende, niet woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5_O5_OM_L_Het water is helder met veel verschillende, niet woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5;4210-EAG-4;2012;0;0;0;1;0;0;7;1;0;0;0;1;2;1;0;0;0;0;0;0;0;7;5;0;0;1;1;1;50;10;5.5;12;1.5;0;M10;Landelijk;Sl;L;W5_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5;4230-EAG-1;2014;0;2;0;1;0;0;9;1;1;0;0;4;1;1;0;0;0;0;0;0;0;11;6;0;0;1;0.1;1;70;40;6;13;0.1;0;M8;Landelijk;Sl;L;W5_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5;6100-EAG-1;2019;0;0;0;3;0;0;20;0;1;0;0;5;3;0;0;0;0;1;0;0;0;25;0;1;0;1;0;0;50;30;6;0;0;0;M20;Landelijk;DM;L;W5_O5_DM_L;Het water is helder met veel verschillende, niet woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5_O5_DM_L_Het water is helder met veel verschillende, niet woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5;6450-EAG-1;2010;0;7;0;2;0;0;7;0;3;0;0;5;4;0;1;3;0;0;0;0;0;18;4;1;0;0.8;0.001;20;50;15;4;10;0.1;0;M1a;Landelijk;Sl;L;W5_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5;6450-EAG-1;2012;0;1;0;1;1;0;7;4;3;0;2;3;1;0;5;0;0;0;0;0;0;23;2;1;0;1;2;10;65;32.5;6;10;2;0;M1a;Landelijk;Sl;L;W5_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5;6480-EAG-1;2011;0;6;0;2;5;1;8;0;1;1;2;7;1;0;1;0;0;0;0;0;0;21;4;0;0;0.7;0.001;3;70;60;4;11;2;0.1;M1a;Landelijk;Sl;L;W5_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5;6540-EAG-1;2006;0;0;0;1;0;0;23;0;0;4;0;7;6;0;0;0;0;0;0;0;0;20;19;0;0;1.25;0.001;3;50;6;6;14;5;0;M1a;Landelijk;Sl;L;W5_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5;6540-EAG-1;2008;0;5;0;7;10;1;35;0;7;2;0;8;2;0;0;0;0;0;0;0;0;50;14;0;0;0.75;0.001;1;82.5;6;7;12;3.5;0;M1a;Landelijk;Sl;L;W5_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5;6540-EAG-1;2009;0;0;0;0;0;0;49;0;4;3;0;9;0;0;0;0;0;0;0;0;0;40;16;4;0;1;0.001;0.5;90;40;7;13;2;0;M1a;Landelijk;Sl;L;W5_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5;6540-EAG-1;2010;0;0;0;0;1;0;49;0;9;7;0;4;0;0;1;0;0;0;0;0;0;44;20;4;0;1;0.001;3;85;37.5;9;13.5;5;0;M1a;Landelijk;Sl;L;W5_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5;6540-EAG-1;2012;0;2;0;0;2;0;32;14;0;4;0;8;2;2;0;0;0;0;0;0;0;49;5;4;0;1;5;0.1;75;40;7;11;1;0;M1a;Landelijk;Sl;L;W5_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5;6540-EAG-1;2014;1;2;0;0;0;0;24;4;0;4;1;9;4;2;0;1;0;0;0;0;0;37;6;1;0;1;3;2;70;37.5;6;11;1;0;M1a;Landelijk;Sl;L;W5_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5;6540-EAG-1;2015;0;0;0;0;0;0;30;8;0;2;0;8;6;0;0;1;0;0;0;0;0;28;15;4;0;1;1;0.1;60;30;6;13;0.1;0;M1a;Landelijk;Sl;L;W5_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5;6540-EAG-2;2012;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0.1;0.1;60;50;8;13;1;0;M1a;Landelijk;Sl;L;W5_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5;7010-EAG-1;2007;0;1;0;0;4;1;12;0;2;0;0;9;1;0;2;0;0;0;0;0;0;14;11;0;0;1.25;0.001;1;60;6;5;12;0;4;M1a;Landelijk;Sl;L;W5_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5;7010-EAG-1;2017;0;0;0;0;0;0;6;0;1;0;0;5;1;0;0;0;0;0;0;0;0;8;0;0;0;1;0.05;3;57.5;30;5;6;0.1;1.55;M1a;Landelijk;Sl;L;W5_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5;7020-EAG-1;2015;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0.05;0.05;65;40;5.5;11.5;1.5;9;M3;Stedelijk;Sl;St;W5_O5_Sl_St;Het water is helder met veel verschillende, niet woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5_O5_Sl_St_Het water is helder met veel verschillende, niet woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5;7100-EAG-1;2015;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;95;95;7;14;0.1;5;M3;Stedelijk;Sl;St;W5_O5_Sl_St;Het water is helder met veel verschillende, niet woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5_O5_Sl_St_Het water is helder met veel verschillende, niet woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5a;2410-EAG-3;2012;0;1;0;0;1;0;2;4;2;0;1;2;0;0;0;0;0;0;0;0;0;10;0;0;0;1;10;3.5;92.5;40;6;8.5;1;0;M8;Stedelijk;Sl;St;W5a_O5_Sl_St;Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag FLAB;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5a_O5_Sl_St_Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag FLAB_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5a;2504-EAG-1;2012;0;1;0;1;0;0;7;11;0;0;2;8;2;3;1;0;0;0;0;0;0;28;0;2;0;0.75;10;1;80;35;5;7;1;0;M1a;Landelijk;Sl;L;W5a_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag FLAB;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5a_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag FLAB_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5a;3040-EAG-1;2017;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;50;12;95;15;7;10;2;0;M8;Stedelijk;Sl;St;W5a_O5_Sl_St;Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag FLAB;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5a_O5_Sl_St_Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag FLAB_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5a;6450-EAG-1;2015;0;0;0;0;0;0;3;15;0;0;0;5;1;2;1;2;0;0;0;0;0;16;9;0;0;1;25;2;80;20;6;13;2;0;M1a;Landelijk;Sl;L;W5a_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag FLAB;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5a_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag FLAB_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5a;6450-EAG-3;2015;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;1;30;5;75;30;6;10;0.1;0;M1a;Landelijk;Sl;L;W5a_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag FLAB;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5a_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag FLAB_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5a;7010-EAG-1;2014;0;2;0;0;2;0;2;4;0;1;0;3;2;1;0;1;0;0;0;0;0;14;0;0;0;1;3.5;5;65;25;4.5;5;0.1;2;M1a;Landelijk;Sl;L;W5a_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag FLAB;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5a_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag FLAB_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5b;2000-EAG-4;2010;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0.001;60;70;40;8;6;0.1;0.1;M6b;Landelijk;K;L;W5b_O5_K_L;Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5b_O5_K_L_Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5b;2110-EAG-5;2005;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;0.001;20;30;7;6;8;30;6;M10;Stedelijk;Sl;St;W5b_O5_Sl_St;Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5b_O5_Sl_St_Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5b;2330-EAG-1;2009;0;2;0;3;0;0;0;0;4;2;0;1;0;0;0;2;0;0;0;0;0;8;2;0;0;1;0.001;22.5;55;37.5;5;11.5;25;0;M8;Landelijk;Sl;L;W5b_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5b_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5b;2410-EAG-3;2009;0;2;0;0;0;0;4;0;7;0;0;4;4;0;1;0;0;0;0;0;0;11;2;3;0;1;0.001;20;92.5;65;5;10;0;0;M8;Stedelijk;Sl;St;W5b_O5_Sl_St;Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5b_O5_Sl_St_Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5b;2504-EAG-1;2009;0;2;0;4;1;0;3;0;9;0;2;5;1;0;0;0;0;0;0;0;0;19;2;1;0;1;0.001;10;90;60;5.5;9;0;0;M1a;Landelijk;Sl;L;W5b_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5b_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5b;2570-EAG-1;2009;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0.001;20;100;60;9;11;0;0;M8;Landelijk;Sl;L;W5b_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5b_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5b;3210-EAG-1;2009;0;4;0;2;0;0;0;0;6;0;3;3;0;0;1;0;0;0;0;0;0;8;4;0;0;1;0.001;45;90;55;4.5;13.5;1;0;M1a;Landelijk;Sl;L;W5b_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5b_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5b;3240-EAG-1;2009;0;0;0;0;1;0;5;0;5;0;0;1;0;0;0;0;0;0;0;0;0;9;2;1;0;1;0.001;7.5;95;60;6;10.5;2;5;M1a;Landelijk;Sl;L;W5b_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5b_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5b;4100-EAG-1;2011;0;5;0;1;1;1;1;0;10;0;2;6;3;0;3;1;0;0;0;0;0;18;5;1;0;1;0.001;30;70;40;4.5;11;4;0;M8;Landelijk;Sl;L;W5b_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5b_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5b;4100-EAG-2;2011;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;1;0.001;70;90;50;7;13;0.1;3;M8;Landelijk;Sl;L;W5b_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5b_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5b;4110-EAG-1;2007;0;3;0;0;0;0;0;0;5;0;0;4;1;0;2;0;0;0;0;0;0;8;3;0;0;1.5;0.001;60;50;6;4;13;1;3;M1a;Landelijk;Sl;L;W5b_O5_Sl_L;Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5b_O5_Sl_L_Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5b;4210-EAG-1;2009;0;0;0;0;1;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0.909090909;0.001;15;75;7;6;0;36.5;0;M27;Landelijk;OM;L;W5b_O5_OM_L;Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5b_O5_OM_L_Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5b;8030-EAG-6;2012;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;30;30;10;6;2;0.1;1;M10;Stedelijk;Sl;St;W5b_O5_Sl_St;Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5b_O5_Sl_St_Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5b;8040-EAG-2;2009;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0.001;20;100;75;7;11;1;1;M8;Stedelijk;Sl;St;W5b_O5_Sl_St;Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5b_O5_Sl_St_Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5b;8040-EAG-2;2015;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;50;85;75;6;9;2;0.1;M8;Stedelijk;Sl;St;W5b_O5_Sl_St;Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5b_O5_Sl_St_Het water is helder met veel verschillende, niet woekerende waterplanten en het water is bedekt met een dichte laag kroos_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5c;2100-EAG-1;2005;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0.001;23;20;7;6;9;60;0;M10;Stedelijk;Sl;St;W5c_O5_Sl_St;Het water is helder met veel verschillende, niet woekerende waterplanten en drijfbladplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5c_O5_Sl_St_Het water is helder met veel verschillende, niet woekerende waterplanten en drijfbladplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5c;2150-EAG-2;2003;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0.833333333;0.001;14.5;20.5;4;4;7.5;60;0;M1a;Stedelijk;Sl;St;W5c_O5_Sl_St;Het water is helder met veel verschillende, niet woekerende waterplanten en drijfbladplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5c_O5_Sl_St_Het water is helder met veel verschillende, niet woekerende waterplanten en drijfbladplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5c;2250-EAG-7;2005;0;0;0;0;0;0;2;0;0;3;0;1;0;0;0;2;0;0;0;0;0;7;0;0;0;1.333333333;0.001;7;100;8;6;6;40;0;M30;Landelijk;K;L;W5c_O5_K_L;Het water is helder met veel verschillende, niet woekerende waterplanten en drijfbladplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5c_O5_K_L_Het water is helder met veel verschillende, niet woekerende waterplanten en drijfbladplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W5c;3100-EAG-4;2012;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;75;7.5;6;0;45;0;M14;Landelijk;OM;L;W5c_O5_OM_L;Het water is helder met veel verschillende, niet woekerende waterplanten en drijfbladplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W5c_O5_OM_L_Het water is helder met veel verschillende, niet woekerende waterplanten en drijfbladplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W6;2230-EAG-1;2015;3;1;0;0;0;0;0;1;0;0;3;2;2;2;0;0;0;0;0;0;0;7;4;0;0;1;15;1;75;50;2;13;0.1;0;M1a;Landelijk;Sl;L;W6_O5_Sl_L;Het water is helder met veel woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W6_O5_Sl_L_Het water is helder met veel woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W6;2400-EAG-6;2017;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;10;1;90;80;2;2;4;10;M8;Stedelijk;Sl;St;W6_O5_Sl_St;Het water is helder met veel woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W6_O5_Sl_St_Het water is helder met veel woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W6;2504-EAG-1;2016;0;3;0;1;0;0;0;1;0;0;3;2;2;1;1;0;0;0;0;0;0;9;1;0;0;1;3;12.5;87.5;45;4;8;0.55;0;M1a;Landelijk;Sl;L;W6_O5_Sl_L;Het water is helder met veel woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W6_O5_Sl_L_Het water is helder met veel woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W6;2550-EAG-2;2014;0;0;0;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;5;0;0;0;1;0;0;100;60;1;0;0.1;0;M27;Landelijk;OM;L;W6_O5_OM_L;Het water is helder met veel woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W6_O5_OM_L_Het water is helder met veel woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
O5;W6;2550-EAG-2;2015;1;0;0;0;1;0;0;0;0;0;4;1;2;0;0;0;1;0;0;0;0;9;0;0;0;0.9;0;0;100;100;2;0;0;0;M27;Landelijk;OM;L;W6_O5_OM_L;Het water is helder met veel woekerende waterplanten;De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm;W6_O5_OM_L_Het water is helder met veel woekerende waterplanten_De oever is niet beschoeid, er staat weinig riet en de oevervegetatie is soortenarm
