OWMNAAM;OWL;OWMNAAM_SGBP3;OWL_SGBP3;Watertypen;GebiedType;ESF1;ESF2;ESF3;ESF4;ESF5;ESF6;ESF7;ESF8;Karakterschets;Doelen;Toestand;Trend;TrendChemie;Oorzaken;Maatregelen;MonitoringAnalyseWensen;ESF1;ESF2;ESF3;ESF4;ESF5;ESF6;ESF7;ESF8;MotiveringBegrenzing;Gemeenten;Provincies;Eigenaren;Status;Literatuurverwijzing;Gebiedspartners;aangepast;Opmerking;StatusFS
;;Binnendijkse Buitenvelderse Polder, Binnendijkse Buitenvelderse Polder;2100;M10;Stedelijk;3;1;0;1;0;0;0;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor brede sloten met een veenbodem (M10), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 2100-EAG-1: De gemiddelde bedekking met waterplanten is laag (2). De bedekking met kroos (0) is laag. Er is weinig FLAB.;In 2100-EAG-1: De score op de maatlat Waterflora vertoont een negatieve trend (-0.56 ekr per planperiode tussen 2006 en 2019).;;;;;Productiviteit water vormt een probleem. De fosforbelasting ligt tussen de 18.4 en 61.7 mg/m2/dag. De kritische fosforbelasting is 15.7. Dit is berekend met het metamodel van PCditch.;Lichtklimaat vormt geen probleem. Er is voldoende doorzicht. Er valt licht op de bodem. ;;Habitatgeschiktheid vormt geen probleem omdat de waterdiepte niet te gering is. De mediane waterdiepte is groter dan 35 cm (0.45). De mediane dikte van het slib is 0.1. ;;;;;;Amstelveen, Amsterdam;Noord-Holland;;;gebiedsbrede dataanalyse;;LM_20201124;;WIP_WSIgebiedsbreed
Uithoornse polder;2140-EAG-2;Uithoornse polder;2140;M10;Landelijk;2;1;0;0;0;0;0;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor brede sloten met een veenbodem (M10), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 2140-EAG-3: De gemiddelde bedekking met waterplanten is laag (0). De bedekking met kroos (1) is laag. Er is weinig FLAB.;In 2140-EAG-1: De score op de maatlat Waterflora vertoont geen trend. In 2140-EAG-3: De score op de maatlat Waterflora vertoont een negatieve trend (-0.77 ekr per planperiode tussen 2006 en 2019). In 2140-EAG-4: De score op de maatlat Waterflora vertoont een negatieve trend (-0.3 ekr per planperiode tussen 2006 en 2019). In 2140-EAG-5: De score op de maatlat Waterflora vertoont een positieve trend (0.36 ekr per planperiode tussen 2006 en 2019). In 2140-EAG-6: De score op de maatlat Waterflora vertoont een negatieve trend (-0.07 ekr per planperiode tussen 2006 en 2019).;;;Vooral behoefte om de nieuwe inlaat kwantitatief (debiet) te bemeten. De oude inlaat wordt goed bemeten (debiet). Moet UHP006 bemeten blijven? Dit is niet nodig als hier niet meer wordt ingelaten. AMS001 is wel een interessant alternatief om de kwaliteit van het inlaatwater van UHP en het effect van het uitmalen van ZLP en UHP beter in beeld te brengen.;In dit waterlichaam wordt de vegetatie 1 keer per 3 jaar gemeten. Macrofauna wordt niet gemeten. Fytoplankton wordt niet gemeten, er wordt wel chlorofy-a gemeten. Vis wordt  gemeten. Daarnaast worden maandelijks verschillende fysisch chemische parameters gemeten in het waterlichaam en het inlaatwater van het waterlichaam. ;Productiviteit water vormt mogelijk een probleem. De fosforbelasting ligt tussen de 2.3 en 3.2 mg/m2/dag. De kritische fosforbelasting is 13.1. Dit is berekend met het metamodel van PCditch.;Lichtklimaat vormt geen probleem. Er is voldoende doorzicht. Er valt licht op de bodem. ;;In 2140-EAG-4: Habitatgeschiktheid vormt een probleem omdat de waterdiepte te gering is. De mediane waterdiepte is kleiner dan 35 cm (0.325). De mediane dikte van het slib is 0.15. Wanneer de sliblaag wordt verwijderd zal de waterdiepte voldoende zijn voor een gezond ecosysteem. In 2140-EAG-6: Habitatgeschiktheid vormt lokaal een probleem omdat de waterdiepte te gering is. De mediane waterdiepte is (0.35). De mediane dikte van het slib is 0.15. ;Niet bekend.;Niet bekend.;Niet bekend.;Niet bekend.;;Kaag en Braassem, Uithoorn;Noord-Holland, Zuid-Holland;;KRW waterlichaam;gebiedsbrede dataanalyse;;LM_20190920;;WIP_WSIgebiedsbreed
;;Fred Roeskestraat, Fred Roeskestraat;2160;M1a;Stedelijk;0;1;0;1;0;0;0;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor sloten met een minerale bodem (M1a), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 2160-EAG-1: De gemiddelde bedekking met waterplanten is laag (2). De bedekking met kroos (0) is laag. Er is weinig FLAB.;In 2150-EAG-2: De score op de maatlat Waterflora vertoont een negatieve trend (-0.25 ekr per planperiode tussen 2006 en 2019). Deze trend is gebaseerd op twee meetjaren. In 2150-EAG-3: De score op de maatlat Waterflora vertoont een negatieve trend (-0.06 ekr per planperiode tussen 2006 en 2019). Deze trend is gebaseerd op twee meetjaren.;;;;;;Lichtklimaat vormt geen probleem. Er is voldoende doorzicht. Er valt licht op de bodem. ;;Habitatgeschiktheid vormt geen probleem omdat de waterdiepte niet te gering is. De mediane waterdiepte is groter dan 35 cm (0.45). De mediane dikte van het slib is 0.1. ;;;;;;Amsterdam;Noord-Holland;;;gebiedsbrede dataanalyse;;LM_20201124;;WIP_WSIgebiedsbreed
;;Venserpolder (volkstuinparken), Nieuw Vredelust, Ons Lustoord en Dijkzicht;2200;M10;Stedelijk;0;1;0;1;0;0;0;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor brede sloten met een veenbodem (M10), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 2200-EAG-1: De gemiddelde bedekking met waterplanten is laag (0). De bedekking met kroos (50) is hoog. Er is weinig FLAB  ().;In 2200-EAG-1: De score op de maatlat Waterflora vertoont een negatieve trend (-0.19 ekr per planperiode tussen 2006 en 2019). Deze trend is gebaseerd op twee meetjaren.;;;;;;Lichtklimaat vormt geen probleem. Er is voldoende doorzicht. Er valt licht op de bodem. ;;Habitatgeschiktheid vormt geen probleem omdat de waterdiepte niet te gering is. De mediane waterdiepte is groter dan 35 cm (0.4). De mediane dikte van het slib is 0.3. ;;;;;;Ouder-Amstel;Noord-Holland;;;gebiedsbrede dataanalyse;;LM_20201124;;WIP_WSIgebiedsbreed
;;Bijlmer, Bijlmer;2210;M30;Stedelijk;2;1;0;1;0;0;0;0;;;In 2210-EAG-1: De gemiddelde bedekking met waterplanten is laag (0). De bedekking met kroos (0) is laag. Er is weinig FLAB.;In 2210-EAG-1: De score op de maatlat Waterflora vertoont een negatieve trend (-0.06 ekr per planperiode tussen 2006 en 2019). Deze trend is gebaseerd op twee meetjaren.;;;;;Productiviteit water vormt mogelijk een probleem. De fosforbelasting ligt tussen de 12.1 en 40 mg/m2/dag. De kritische fosforbelasting is 15.3. Dit is berekend met het metamodel van PCditch.;Lichtklimaat vormt geen probleem. Er is voldoende doorzicht. Er valt licht op de bodem. ;;;;;;;;Amsterdam, Diemen;Noord-Holland;;;gebiedsbrede dataanalyse;;LM_20201127;;WIP_WSIgebiedsbreed
;;Holendrechter- en Bullewijker Polder (zuid en west), zuid en west;2240;M8;Landelijk;3;1;0;3;0;0;0;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor sloten met een veenbodem (M8), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 2240-EAG-1: De gemiddelde bedekking met waterplanten is laag (1.05). De bedekking met kroos (3.5) is laag. Er is weinig FLAB.;In 2240-EAG-1: De score op de maatlat Waterflora vertoont geen trend.;;;;;Productiviteit water vormt een probleem. De fosforbelasting ligt tussen de 25.8 en 44.1 mg/m2/dag. De kritische fosforbelasting is 15.7. Dit is berekend met het metamodel van PCditch.;Lichtklimaat vormt geen probleem. Er is voldoende doorzicht. Er valt licht op de bodem. ;;Habitatgeschiktheid vormt een probleem omdat de waterdiepte te gering is. De mediane waterdiepte is kleiner dan 35 cm (0.3). De mediane dikte van het slib is 0.2. Wanneer de sliblaag wordt verwijderd zal de waterdiepte voldoende zijn voor een gezond ecosysteem.;;;;;;Ouder-Amstel;Noord-Holland;;;gebiedsbrede dataanalyse;;LM_20201124;;WIP_WSIgebiedsbreed
;;Duivendrechtsepolder noord en midden;2270;M8;Landelijk;2;1;0;1;0;0;0;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor sloten met een veenbodem (M8), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 2270-EAG-1: De gemiddelde bedekking met waterplanten is laag (0.1). De bedekking met kroos (0.1) is laag . Er is weinig FLAB.;In 2270-EAG-1: De score op de maatlat Waterflora vertoont een negatieve trend (-0.1 ekr per planperiode tussen 2006 en 2019).;;;;;Productiviteit water vormt mogelijk een probleem. De fosforbelasting ligt tussen de 9.6 en 15.3 mg/m2/dag. De kritische fosforbelasting is 15.3. Dit is berekend met het metamodel van PCditch.;Lichtklimaat vormt geen probleem. Er is voldoende doorzicht. Er valt licht op de bodem. ;;Habitatgeschiktheid vormt geen probleem omdat de waterdiepte niet te gering is. De mediane waterdiepte is groter dan 35 cm (0.375). De mediane dikte van het slib is 0.15. ;;;;;;Amsterdam, Ouder-Amstel;Noord-Holland;;;gebiedsbrede dataanalyse;;LM_20201124;;WIP_WSIgebiedsbreed
Venserpolder;2280-EAG-1;Venserpolder;2280;M3;Stedelijk;3;1;0;1;1;1;0;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor gebufferde kanalen (M3), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 2280-EAG-1: De gemiddelde bedekking met waterplanten is redelijk (10). De bedekking met kroos (0.1) is laag . Er is weinig FLAB.;In 2280-EAG-1: De score op de maatlat Waterflora vertoont een negatieve trend (-0.3 ekr per planperiode tussen 2006 en 2019). Deze trend is gebaseerd op twee meetjaren.;;;;In dit waterlichaam wordt de vegetatie 1 keer per 3 jaar gemeten. Macrofauna wordt niet gemeten. Fytoplankton wordt niet gemeten, er wordt wel chlorofy-a gemeten. Vis wordt  gemeten. Daarnaast worden maandelijks verschillende fysisch chemische parameters gemeten in het waterlichaam en het inlaatwater van het waterlichaam. De huidige water- en stoffenbalansen zijn per afvoergebied gemaakt. De rioleringsgegevens (hoeveelheid en kwaliteit van uitwisseling tussen stelsel en oppervlaktewater en de oppervlakken verhard gebied die afwateren op riool of watersysteem) moeten hier nog in worden verwerkt. ;Productiviteit water vormt een probleem.;Lichtklimaat vormt geen probleem.;;Habitatgeschiktheid vormt geen probleem omdat de waterdiepte niet te gering is. De mediane waterdiepte is groter dan 35 cm (0.5). De mediane dikte van het slib is 0. ;Niet bekend.;Niet bekend.;Niet bekend.;Niet bekend.;Geen herbegrenzing nodig.;Diemen;Noord-Holland;;KRW waterlichaam;gebiedsbrede dataanalyse;;LM_20190916;;WIP_WSIgebiedsbreed
;;Polder De Toekomst, Polder De Toekomst;2290;M8;Landelijk;2;1;0;3;0;0;0;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor sloten met een veenbodem (M8), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 2290-EAG-1: De gemiddelde bedekking met waterplanten is redelijk (15). De bedekking met kroos (0.1) is laag . Er is weinig FLAB.;In 2290-EAG-1: De score op de maatlat Waterflora vertoont een negatieve trend (-0.17 ekr per planperiode tussen 2006 en 2019).;;;;;Productiviteit water vormt mogelijk een probleem. De fosforbelasting ligt tussen de 9.6 en 15.3 mg/m2/dag. De kritische fosforbelasting is 15.3. Dit is berekend met het metamodel van PCditch.;Lichtklimaat vormt geen probleem. Er is voldoende doorzicht. Er valt licht op de bodem. ;;Habitatgeschiktheid vormt een probleem omdat de waterdiepte te gering is. De mediane waterdiepte is kleiner dan 35 cm (0.1). De mediane dikte van het slib is 0.2. Wanneer de sliblaag wordt verwijderd zal de waterdiepte nog steeds te gering zijn voor een gezond ecosysteem.;;;;;;Ouder-Amstel;Noord-Holland;;;gebiedsbrede dataanalyse;;LM_20201124;;WIP_WSIgebiedsbreed
Overdiemerpolder;2300-EAG-1;Overdiemerpolder;2300;M8;Landelijk;3;1;0;1;1;1;1;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor sloten met een veenbodem (M8), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 2300-EAG-1: De gemiddelde bedekking met waterplanten is redelijk (20). De bedekking met kroos (10) is hoog. Er is weinig FLAB. ;In 2300-EAG-1: De score op de maatlat Waterflora vertoont een negatieve trend (-0.1 ekr per planperiode tussen 2006 en 2019).;;Fysisch-chemische en hydrobiologische waarnemingen laten zien dat dit een hoogproductief (voedselrijk) systeem is met aanwezigheid van waterplanten. De waterkwaliteit biedt ruimte voor verbetering, totaal fosfor is veel te hoog terwijl het doorzicht goed is. De waterbodem zou een belangrijke bron van voedingsstoffen kunnen zijn.;;In dit waterlichaam wordt de vegetatie 1 keer per 3 jaar gemeten. Macrofauna wordt niet gemeten. Fytoplankton wordt niet gemeten, er wordt wel chlorofy-a gemeten. Vis wordt  gemeten. Daarnaast worden maandelijks verschillende fysisch chemische parameters gemeten in het waterlichaam en het inlaatwater van het waterlichaam. De huidige water- en stoffenbalansen zijn per afvoergebied gemaakt. De rioleringsgegevens (hoeveelheid en kwaliteit van uitwisseling tussen stelsel en oppervlaktewater en de oppervlakken verhard gebied die afwateren op riool of watersysteem) moeten hier nog in worden verwerkt. ;Productiviteit water vormt een probleem. De fosforbelasting ligt tussen de 9.5 en 21.9 mg/m2/dag. De kritische fosforbelasting is 14.2. Dit is berekend met het metamodel van PCditch. Het chlorofylgehalte is vrij hoog en vertoont in het groeiseizoen regelmatig pieken boven 100ug/l. De P-waarden zijn hoog en stijgen constant (vooral in de zomer). Het toenemend gemiddelde van ongeveer 0,7 mg/l is ver boven de KRW-norm van 0,22. Deze toestand wijst samen met het chlorofylgehalte op voesdelrijke en ongunstige omstandigheden voor waterplanten.;Lichtklimaat vormt geen probleem:  Het doorzicht in het systeem is laag (30 cm) in de winter en hoger in de zomer. In Overdiemerpolder is het lichtklimaat altijd voldoende, ook bij een waterdiepte van 40cm.;Productiviteit bodem vormt een probleem. Er zijn geen waterbodemgegevens beschikbaar, maar de seizoensdynamiek in fosforconcentraties laat zien dat er in de zomer fosfor uit de waterbodem wordt nageleverd. De waterbodem is waarschijnlijk voedselrijk. Wanneer wordt overwogen om te baggeren, dan is het zinvol om de waterbodem op verschillende diepten te bemonsteren.;Habitatgeschiktheid vormt geen probleem omdat de waterdiepte niet te gering is. De mediane waterdiepte is groter dan 35 cm (0.4). De mediane dikte van het slib is 0.15. ;Niet bekend.;Niet bekend.;Organische belasting vormt een probleem. Het zuurstofgehalte vertoont jaarlijkse fluctuatie van onder 2,5 mg/l in de zomer tot boven 10 mg/l in de winter. Dit patroon is typerend voor een hoogproductief systeem waar in de zomer veel zuurstof wordt verbruikt en niet een systeem waar zuurstofverbruik voornamelijk wordt veroorzaakt door oganische belasting. ;;Geen herbegrenzing nodig.;Diemen;Noord-Holland;;KRW waterlichaam;gebiedsbrede dataanalyse;;LM_20190916;;WIP_WSI
Gemeenschapspolder West;2310-EAG-1;Gemeenschapspolder West;2310;M8;Landelijk;3;2;0;2;1;1;3;0;;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor sloten met een veenbodem (M8), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 2310-EAG-1: De gemiddelde bedekking met waterplanten is redelijk (0.1). De bedekking met kroos (0) is laag. Er is weinig FLAB.;In 2310-EAG-1: De score op de maatlat Waterflora vertoont een negatieve trend (-0.17 ekr per planperiode tussen 2006 en 2019). Deze trend is gebaseerd op twee meetjaren.;;Fysisch-chemische en hydrobiologische waarnemingen laten zien dat dit een hoogproductief (voedselrijk) systeem is met aanwezigheid van waterplanten. De waterkwaliteit biedt ruimte voor verbetering, totaal fosfor en Chlorofyl a (algen) tonen in beperkte mate overschrijdingen. Het lichtklimaat vormt een belemmering voor de ecologische kwaliteit. De waterinlaat zou een belangrijke bron van voedingsstoffen kunnen zijn. Het zwevende stof vertoont een tegengesteld patroon en is hoog in de winter en laag in de zomer, wat een indicatie is van uitspoeling van organisch materiaal en humuszuren uit (afbrekende) percelen.;;In dit waterlichaam wordt de vegetatie 1 keer per 3 jaar gemeten. Macrofauna wordt niet gemeten. Fytoplankton wordt niet gemeten, er wordt wel chlorofy-a gemeten. Vis wordt  gemeten. Daarnaast worden maandelijks verschillende fysisch chemische parameters gemeten in het waterlichaam en het inlaatwater van het waterlichaam. In de huidige waterbalans is het grootste deel van het oppervlak van de polder onverhard of verhard met een gescheiden stelsel (klop dit?). Dit betekent dat de stoffenbalans voldoende inzicht geeft in de werkelijke situatie. De uitwisseling tussen deelgebieden (EAG's) is niet gemoddeleerd: dit heeft wel meerwaarde in een WSA omdat verschillende deelgebieden zich anders gedragen en om beter te bepalen of er mogelijkheden zijn om voedselrijke waterstromen om te leiden (gebieden te zoneren). Vooral de waterbalans van het deelgebied bij het stedelijk gebied Stammerdijk en GWS008 zijn interessant omdat deze voedselrijker zijn dan (en daarmee een bron van voedingsstoffen voor) de rest van de polder.;Productiviteit water vormt een probleem. Hoge fosforconcentraties zijn gemeten op GSW008 (een representatief meetpunt voor een 'natuurgebied' met een hoger peil?).;Lichtklimaat in de Gemeenschapspolder West vormt mogelijk een belemmering voor een goede waterkwaliteit, zeker wanneer watergangen worden verdiept.;Niet bekend.;In 2310-EAG-1: Habitatgeschiktheid vormt een probleem omdat de waterdiepte te gering is. De mediane waterdiepte is kleiner dan 35 cm (0.3). De mediane dikte van het slib is 0.15. Wanneer de sliblaag wordt verwijderd zal de waterdiepte voldoende zijn voor een gezond ecosysteem. In 2310-EAG-2: Habitatgeschiktheid vormt geen probleem omdat de waterdiepte niet te gering is. De mediane waterdiepte is groter dan 35 cm (0.55). De mediane dikte van het slib is 0.2. ;Niet bekend.;Niet bekend.;Niet bekend.;Niet bekend.;Geen herbegrenzing nodig.;Diemen;Noord-Holland;;KRW waterlichaam;gebiedsbrede dataanalyse;;LM_20190916;;WIP_WSI
Baambrugge Oostzijds;2330-EAG-1;Baambrugge Oostzijds;2330;M8;Landelijk;3;1;2;1;0;0;1;0;Een deel van het plangebied (de Liniedijk, het fort bij Abcoude en een aantal percelen in het noordoosten van het afvoergebied langs de Kanaaldijk West en de Velterslaan) maakt deel uit van het Natuurnetwerk Nederland (voorheen Ecologische Hoofdstructuur EHS).;Het doel voor de ecologische kwaliteit is het realiseren van een goede ecologische toestand voor sloten met een veenbodem (M8), met scores voor waterflora in het groen. Het doel in dit overig water is voorlopig gebaseerd op de  locaties waar de afgelopen 15 jaar de beste ecologische kwaliteit is gevonden in het gebied (90 percentiel van de ekr score tussen 2006 en 2019). ;In 2330-EAG-1: De gemiddelde bedekking met waterplanten is redelijk (3.5). De bedekking met kroos (0.55) is laag. Er is weinig FLAB.;In 2330-EAG-1: De score op de maatlat Waterflora vertoont een negatieve trend (-0.11 ekr per planperiode tussen 2006 en 2019).;;"Op basis van deze voorlopige analyse van de ecologische waterkwaliteit in Polder Baambrugge Oostzijds kan geconcludeerd worden dat de ondergedoken watervegetatie van onvoldoende kwaliteit is en dat een aantal randvoorwaarden (de ecologische sleutelfactoren) in dit gebied niet voldoen. De ecologische kwaliteit is de afgelopen jaren achteruitgegaan. Maatregelen om de ecologische waterkwaliteit te verbeteren zijn noodzakelijk en het is dus aan te bevelen op korte termijn een gebiedsproces te starten. 
Ter voorbereiding op dit gebiedsproces is een quickscan van de kwaliteit van de waterbodem uitgevoerd en zijn er op een groot aantal meetlocaties waterkwaliteitsmetingen uitgevoerd.  Ook zijn er waterbalansen per EAG beschikbaar. De stoffenbalans moet nog gemaakt worden.";;In dit waterlichaam wordt de vegetatie 1 keer per 3 jaar gemeten. Macrofauna wordt niet gemeten. Fytoplankton wordt niet gemeten, er wordt wel chlorofy-a gemeten. Vis wordt  gemeten. Daarnaast worden maandelijks verschillende fysisch chemische parameters gemeten in het waterlichaam en het inlaatwater van het waterlichaam. Er is een waterbalans beschikbaar per EAG, maar nog geen correcte stoffenbalans. Er zijn voldoende gegevens beschikbaar om een stoffenbalans te kunnen maken. Het is zinvol om de gemodelleerde water en stofstromen te toetsen in de agrarische studieclub van deze polder. ;Productiviteit water vormt een probleem. De fosforbelasting ligt tussen de 11.4 en 26.4 mg/m2/dag. De kritische fosforbelasting is 15.1. Dit is berekend met het metamodel van PCditch. De ecologische toestand laat een beeld zien dat past bij een te veel voedingsstoffen in het water. In alle sloten staat te weinig submerse vegetatie. In het westen van Baambrugge komen veel algen en kroos voor. De onderwaterplanten zijn planten die passen in een voedselrijk milieu. De verblijftijd van het water is veel korter in dit EAG dan in 6430, in dit EAG vormt het inlaatwater mogelijk een groot aandeel in de belasting met voedingsstoffen. De waterbodemgegevens uit 2018 laat zien dat de bodem bijna geen fosfor nalevert. ;Lichtklimaat vormt geen probleem: De verhouding doorzicht/diepte scoort voldoende (> 0,6 in meer dan 70% van de sloten). De beperkte waterdiepte speelt hierbij een rol. ;Productiviteit bodem vormt mogelijk een probleem. De gemeten fosforgehalten in de waterbodem zijn hoog (1400 mg/kg.dg), maar er woekeren geen onderwaterplanten. Baggeren is hier alleen zinvol als de externe belasting vanuit het inlaatwater voldoende omlaag gebracht kan worden.;Habitatgeschiktheid vormt geen probleem omdat de waterdiepte niet te gering is. De mediane waterdiepte is groter dan 35 cm (0.4). De mediane dikte van het slib is 0.05. ;Niet bekend of gemaal visveilig en vriendelijk is. Voor overige fauna is verspreiding geen knelpunt.;Ganzen zijn hier mogelijk een probleem?;Organische belasting vormt een probleem: Het zuurstofgehalte vertoont jaarlijkse fluctuatie van onder 2,5 mg/l in de zomer tot boven 10 mg/l in de winter. Deze zomerwaarden zijn laag en wijzen op zuurstofverbruik, biologisch (door algen en planten) dan wel organisch (afbraak). Bij dergelijke waardes (onder 5 mg/l) worden geen zuurstofminnende soorten vis meer verwacht en gaat de bodem fosfor naleveren (ESF1).;Niet bekend.;;De Ronde Venen;Utrecht;Natuurmonumenten, particulieren.;KRW waterlichaam;Memo Diek (2012);Agrarisch collectief PM;LM_20190920;;WIP_WSI
